API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Mon Dec 16 00:27:08 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2030-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2040-Jan-01 00:00:00.0000 TDB
Step-size       : 7200 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2462852.500000000, A.D. 2030-Dec-17 00:00:00.0000,  1.361591309966182E+07,  1.467651802929549E+08, -4.335322605893016E+02, -3.014928532298660E+01,  2.683524171845975E+00, -4.037046484783868E-05,
2462857.500000000, A.D. 2030-Dec-22 00:00:00.0000,  5.519008190922393E+05,  1.473539544218286E+08, -6.574208904802799E+02, -3.029265703650898E+01,  3.717315437856005E-02, -8.499875132576135E-04,
2462862.500000000, A.D. 2030-Dec-27 00:00:00.0000, -1.252107096418984E+07,  1.467951210420849E+08, -9.329139042124152E+02, -3.018771164290304E+01, -2.623085163662271E+00, -1.333756169044076E-04,
2462867.500000000, A.D. 2031-Jan-01 00:00:00.0000, -2.549443458226240E+07,  1.450920034120030E+08, -6.628030005022883E+02, -2.983462547002664E+01, -5.254026134049460E+00,  1.328748457180229E-03,
2462872.500000000, A.D. 2031-Jan-06 00:00:00.0000, -3.826545275395143E+07,  1.422633819031622E+08,  8.349415179342031E+01, -2.925379374142524E+01, -7.831516148132160E+00,  1.929329927297996E-03,
2462877.500000000, A.D. 2031-Jan-11 00:00:00.0000, -5.073874367294420E+07,  1.383348413635835E+08,  8.375434149280190E+02, -2.845766867741323E+01, -1.034473571031490E+01,  1.401265531786766E-03,
2462882.500000000, A.D. 2031-Jan-16 00:00:00.0000, -6.282253881869958E+07,  1.333360113821853E+08,  1.222669222414494E+03, -2.745050979220868E+01, -1.278503035191369E+01,  4.037867971744546E-04,
2462887.500000000, A.D. 2031-Jan-21 00:00:00.0000, -7.442487235847600E+07,  1.273009867357273E+08,  1.316929910026491E+03, -2.622714642741164E+01, -1.513837842227541E+01,  2.992695156711633E-04,
2462892.500000000, A.D. 2031-Jan-26 00:00:00.0000, -8.545104245283443E+07,  1.202737628677241E+08,  1.703621577315032E+03, -2.478477302941886E+01, -1.737136964090868E+01,  1.615203162320000E-03,
2462897.500000000, A.D. 2031-Jan-31 00:00:00.0000, -9.581109541017941E+07,  1.123144112442599E+08,  2.662642420656979E+03, -2.314896214309348E+01, -1.945070594984840E+01,  2.650478990276817E-03,
2462902.500000000, A.D. 2031-Feb-05 00:00:00.0000, -1.054279613872429E+08,  1.034917962581447E+08,  3.822125732965767E+03, -2.134765886854481E+01, -2.136730205930452E+01,  2.526428932907443E-03,
2462907.500000000, A.D. 2031-Feb-10 00:00:00.0000, -1.142341869802908E+08,  9.387690942063843E+07,  4.718988663867116E+03, -1.939820977128957E+01, -2.311836576103691E+01,  1.554986865359709E-03,
